동의약손한의원,한의원,"경기도 고양시 일산동구 숲속마을로 26, 305호 (풍동, 풍동프라자)",031-902-9500
동준한의원,한의원,"경기도 고양시 일산동구 경의로 315, (마두동, 설촌상가301,302호)",031-907-7575
동천한의원,한의원,"경기도 고양시 일산동구 강송로 179, (마두동)",031-904-0071
두레치과의원,치과의원,"경기도 고양시 일산동구 중앙로 1123, (백석동,흰돌마을 청구코아 212~214호)",031-905-6131
두리소아과의원,의원,"경기도 고양시 일산동구 강촌로 157, (마두동, 서울코아 305호)",031-932-8222
라이프치과의원,치과의원,"경기도 고양시 일산동구 중앙로 1167, (장항동,서륭빌딩5층)",031-906-4967
라페치과의원,치과의원,"경기도 고양시 일산동구 중앙로1275번길 38-5, 이레21빌딩 2층 202호, 204호 (장항동)",031-902-2200
로앤산부인과의원,의원,"경기도 고양시 일산동구 정발산로 38, 장항동이스턴시티 2층 208호 (장항동)",031-905-2222
류라인의원,의원,"경기도 고양시 일산동구 중앙로1275번길 38-10, 우림로데오스위트 222호 (장항동)",031-932-1105
리뉴앤영의원,의원,"경기도 고양시 일산동구 정발산로 31-9, 레이크프라자 505~508호 (장항동)",1644-3978
리샘한의원,한의원,"경기도 고양시 일산동구 정발산로 43-20, 310호 (장항동, 센트럴프라자)",031-903-1352
리치성형외과의원,의원,"경기도 고양시 일산동구 정발산로 31-21, 맥클린21 5층 (장항동)",031-915-3225
마두경희한의원,한의원,"경기도 고양시 일산동구 강석로 115, (마두동,장항빌딩203호.204호)",031-901-3222
마두이비인후과의원,의원,"경기도 고양시 일산동구 중앙로 1189, GM굿모닝 법조타운 302호 (장항동)",031-902-1862
마두자연의원,의원,"경기도 고양시 일산동구 산두로 4-10, 1층 (마두동)",031-901-2246
마음미소정신건강의학과의원,의원,"경기도 고양시 일산동구 정발산로 38, 장항동이스턴시티 207호 (장항동)",031-932-7711
맑은마음정신과의원,의원,"경기도 고양시 일산동구 중앙로 1072, 401호 (백석동, 아이비프라자)",031-904-2081
맑음한의원,한의원,"경기도 고양시 일산동구 장백로 172, 203호 (장항동, 금강프라자)",031-912-3034
메디서울이비인후과의원,의원,"경기도 고양시 일산동구 중앙로 1036, 베스트 고양터미널 터미널동 3층 304~305호 (백석동)",031-936-7575
모아치과의원,치과의원,"경기도 고양시 일산동구 고봉로 266, 3층 (중산동)",031-977-2900
문소아청소년과의원,의원,"경기도 고양시 일산동구 백석로 24, 상가동 209,210호 (백석동)",031-903-9450
문혜경산부인과의원,의원,"경기도 고양시 일산동구 숲속마을1로 73, 402호 (풍동, 신성메디칼타운)",031-932-2299
미라클플란트치과의원,치과의원,"경기도 고양시 일산동구 중앙로 1190, 서울타워 102~105호, 801~802호 (마두동)",031-902-1112
미래마취통증의학과의원,의원,"경기도 고양시 일산동구 고봉로 266, 5층 (중산동)",031-994-3250
미소가인피부과의원,의원,"경기도 고양시 일산동구 중앙로 1190, 301~304호 (마두동, 서울타워)",031-901-7603
미앤미의원,의원,"경기도 고양시 일산동구 정발산로 43-20, 8층 (장항동, 센트럴프라자)",031-932-8892
미플란트치과의원,치과의원,"경기도 고양시 일산동구 무궁화로 237, 4층 (중산동, 이마트풍산점)",031-977-2879
민트산부인과의원,의원,"경기도 고양시 일산동구 정발산로 47, 303호 (장항동, 웅신아트)",031-932-5525
바로나음한의원,한의원,"경기도 고양시 일산동구 숲속마을1로 71, 503호 (풍동, 샘터17)",031-909-1070
바른몸한의원,한의원,"경기도 고양시 일산동구 중앙로 1194, 금강프라자 401호 (마두동)",031-902-7585
바른시선한의원,한의원,"경기도 고양시 일산동구 중앙로 1036, 베스트 고양터미널 F6-01(일부호),F3-01(일부호)호 (백석동)",031-818-1575
바른이바른얼굴 치과교정과치과의원,치과의원,"경기도 고양시 일산동구 정발산로 31-17, 402호 (장항동, 킹타운빌딩)",031-909-0015
박소아과의원,의원,"경기도 고양시 일산동구 강송로 169, (마두동, 한주프라자202호)",031-904-0978
박유정내과의원,의원,"경기도 고양시 일산동구 중앙로 1182, (마두동, 일산올림픽스포츠센터 지하 1층)",031-902-3403
박종식한의원,한의원,"경기도 고양시 일산동구 일산로 456, (정발산동, 낙민상가 301호)",031-912-1075
반석한의원,한의원,"경기도 고양시 일산동구 탄중로425번길 3, 1층 일부호 (중산동)",031-994-1013
발머스한의원,한의원,"경기도 고양시 일산동구 중앙로1261번길 55, (장항동)",031-904-7020
밝은김안과의원,의원,"경기도 고양시 일산동구 숲속마을1로 73, 502호 (풍동, 신성메디칼 타운)",031-907-1002
밝은미소정신건강의학과의원,의원,"경기도 고양시 일산동구 중앙로 1202, 4층 일부호 (마두동, 우리은행일산지점)",031-902-0688
밤가시연세소아청소년과의원,의원,"경기도 고양시 일산동구 일산로 452, 일산프라자 5층 502~503호 (정발산동)",031-922-1517
백년한의원,한의원,"경기도 고양시 일산동구 위시티2로11번길 45, 2층 206-1호 (식사동, 위시티일산자이 주상복합)",031-965-1095
백마성동한의원,한의원,"경기도 고양시 일산동구 일산로 211, 3층 (마두동)",031-901-8001
백상치과의원,치과의원,"경기도 고양시 일산동구 일산로 204, (마두동, 동신상가301호)",031-905-7946
백석경희한의원,한의원,"경기도 고양시 일산동구 장백로 56, (백석동, 크리스탈 305호)",031-906-1393
백석서울치과의원,치과의원,"경기도 고양시 일산동구 중앙로 1036, 베스트고양터미널601~603호 (백석동)",031-901-5535
백석정형외과의원,의원,"경기도 고양시 일산동구 중앙로 1054, 3층 (백석동)",031-906-1010
백석치과의원,치과의원,"경기도 고양시 일산동구 장백로 86, 한경빌딩 201호 (백석동)",031-901-2801
백이비인후과의원,의원,"경기도 고양시 일산동구 일산로 451, 1층 2호 (정발산동)",031-925-5075
백제현경희한의원,한의원,"경기도 고양시 일산동구 위시티4로 46, (식사동, 위시티일산자이2단지아파트 상가 308호)",031-968-5454
밴스의원,의원,"경기도 고양시 일산동구 정발산로 33, 낙원프라자 6층 601, 603호 (장항동)",
베네치아치과의원,치과의원,"경기도 고양시 일산동구 중앙로 1202, (마두동, 우리은행 5층)",031-906-7533
베스트미의원,의원,"경기도 고양시 일산동구 일산로 229, 글로리코아 2층 일부호 (마두동)",
베일러선치과의원,치과의원,"경기도 고양시 일산동구 일산로 86, (재)한국중독연구재단 6층 (백석동)",031-932-2777
벨라시타가정의학과의원,의원,"경기도 고양시 일산동구 강송로 33, A-1201-3호 (백석동, 일산요진와이시티)",031-849-5717
벨피부과의원,의원,"경기도 고양시 일산동구 경의로 315, (마두동, 설촌상가304호)",031-902-4320
보아스이비인후과의원,의원,"경기도 고양시 일산동구 일산로 211, (마두동)",031-901-1227
본재활의학과의원,의원,"경기도 고양시 일산동구 중앙로 1182, (마두동, 올림픽스포츠센터 지하1층)",031-908-5975
본치과의원,치과의원,"경기도 고양시 일산동구 중앙로 1182, (마두동, 일산올림픽스포츠센타2층)",031-908-2833
봉봉소아청소년과의원,의원,"경기도 고양시 일산동구 위시티로 32, 302호 (식사동)",031-965-1275
뷰티안의원,의원,"경기도 고양시 일산동구 중앙로 1305-56, 라페스타D 221호 (장항동)",031-905-2816
브이아이피영상의학과의원,의원,"경기도 고양시 일산동구 중앙로 1205, 차움 라이프센터 205호 (장항동)",031-932-0210
브이에스라인의원,의원,"경기도 고양시 일산동구 정발산로 31-17, 킹타운 3층 301호, 302호 (장항동)",031-902-7031
블리비의원,의원,"경기도 고양시 일산동구 정발산로 38, 장항동이스턴시티 203,204호 (장항동)",1833-7382
비앤비서울치과의원,치과의원,"경기도 고양시 일산동구 무궁화로 31-2, (장항동, 풍성프라자 301호)",031-919-0907
빛과소금내과의원,의원,"경기도 고양시 일산동구 일산로 240, (마두동, 백마프라자 2층)",031-905-8175
사는기쁨이비인후과의원,의원,"경기도 고양시 일산동구 고양대로 739, 주은프라자 201, 202, 203호 (중산동)",031-975-8822
사적인아름다움 지유의원,의원,"경기도 고양시 일산동구 정발산로 21, 제이3타워 501호 (장항동)",031-812-0196
산타클로스의원,의원,"경기도 고양시 일산동구 중앙로1261번길 55, 효산캐슬 303호,304호 (장항동)",031-905-7591
삶정신건강의학과의원,의원,"경기도 고양시 일산동구 중앙로 1047, 영림브레아오피스텔 3층 306호 (백석동)",031-904-5701
삼성그린마취통증의학과의원,의원,"경기도 고양시 일산동구 중앙로 1192, 2층 201~202호 (마두동)",031-994-1428
삼성드림이비인후과의원,의원,"경기도 고양시 일산동구 정발산로 33, (장항동, 낙원프라자 4층)",031-904-1365
삼성베스트의원,의원,"경기도 고양시 일산동구 무궁화로 237, 4층 (중산동, 이마트풍산점)",031-977-9077
삼성의원,의원,"경기도 고양시 일산동구 중앙로 1182, (마두동, 일산올림필스포츠센터 지하 1층)",031-903-5040
상쾌한아침한의원,한의원,"경기도 고양시 일산동구 정발산로 47, 웅신아트 4층 413호 (장항동)",031-901-4642
새봄외과의원,의원,"경기도 고양시 일산동구 정발산로 38, 장항동이스턴시티 307-1, 308호 (장항동)",031-901-7777
새봄한의원,한의원,"경기도 고양시 일산동구 일산로 214, (마두동)",031-903-7975
생기한의원,한의원,"경기도 고양시 일산동구 중앙로 1181, 10층 (장항동, 교보빌딩)",031-905-4275
샤인키즈앤쥬니어치과의원,치과의원,"경기도 고양시 일산동구 일산로 198, 주화빌딩 2층 201~202호 (마두동)",031-901-8228
서울가정의학과의원,의원,"경기도 고양시 일산동구 정발산로 38, (장항동, 이스턴시티 306,306-1호)",031-902-1277
서울강플란트치과의원,치과의원,"경기도 고양시 일산동구 정발산로 47, (장항동, 웅신아트프라자 201호)",031-932-7528
서울고려한의원,한의원,"경기도 고양시 일산동구 일산로 447, (정발산동, 신풍빌딩 201호)",031-915-7661
서울그린치과의원,치과의원,"경기도 고양시 일산동구 일산로 208, (마두동, 한일파킹타운 202~204호)",031-905-2835
서울더블유치과의원,치과의원,"경기도 고양시 일산동구 위시티로 81, (식사동, 풍산트윈시티 2 207호)",031-962-2060
서울덴토피아치과의원,치과의원,"경기도 고양시 일산동구 중앙로1261번길 55, 4층 401호 (장항동)",031-907-5575
서울리더스치과의원,치과의원,"경기도 고양시 일산동구 일산로 38, (백석동, 우림오피스텔 302호)",031-906-7522
서울마로니에치과의원,치과의원,"경기도 고양시 일산동구 숲속마을1로 71, (풍동, 샘터 17 402호)",031-907-2987
서울수치과의원,치과의원,"경기도 고양시 일산동구 하늘마을1로 2, (중산동)",031-976-7520
서울아산김내과의원,의원,"경기도 고양시 일산동구 중산로 67, 중산동 아카메디 203호 (중산동)",031-976-1075
서울아산맥외과의원,의원,"경기도 고양시 일산동구 정발산로 38, 장항동이스턴시티 2층 206호 (장항동)",031-905-8119
서울에스치과의원,치과의원,"경기도 고양시 일산동구 숲속마을1로 73, (풍동, 신성메디칼타운 301,302호)",031-907-2879
서울엔(N)비뇨의학과의원,의원,"경기도 고양시 일산동구 정발산로 38, 장항동이스턴시티 405호 (장항동)",031-927-9202
서울위너스치과의원,치과의원,"경기도 고양시 일산동구 장백로 194, (장항동, 위너스21빌딩 403호)",031-905-9058
서울자연이치과의원,치과의원,"경기도 고양시 일산동구 일산로 235, 4층 일부호 (마두동)",031-811-2888
서울정도치과의원,치과의원,"경기도 고양시 일산동구 숲속마을로 48, (풍동,신성프라자502호)",031-908-7711
서울정석치과의원,치과의원,"경기도 고양시 일산동구 중앙로1275번길 38-15, 삼희포시즌프라자 5층 501호 (장항동)",906-2885
서울해피키즈치과의원,치과의원,"경기도 고양시 일산동구 고양대로1021번길 33, 스타타워Ⅲ 2층 202호,203호 (식사동)",031-969-0028
서원구마취통증의학과의원,의원,"경기도 고양시 일산동구 숲속마을1로 76, 504호 (풍동, 힘찬프라자)",031-907-1975
선치과의원,치과의원,"경기도 고양시 일산동구 중산로 67, 3층 301호 (중산동)",031-962-2873
성모25의원,의원,"경기도 고양시 일산동구 중앙로1261번길 55, 3층 305호 (장항동)",031-904-3365
성모드림내과의원,의원,"경기도 고양시 일산동구 위시티2로11번길 45, 2층 206-2호 (식사동, 위시티일산자이 주상복합)",031-904-5033
성모센트럴마디척의원,의원,"경기도 고양시 일산동구 무궁화로 32-12, 라페스타E 401(일부)호 (장항동)",031-904-7582
성보한의원,한의원,"경기도 고양시 일산동구 중앙로 1123, 215호 (백석동, 흰돌마을2단지아파트)",031-903-7575
성산한의원,한의원,"경기도 고양시 일산동구 고양대로 739, 주은프라자 305호 (중산동)",031-977-0075
세란의원,의원,"경기도 고양시 일산동구 장백로 172, (장항동, 금강프라자301,304호)",031-904-3263
세은치과의원,치과의원,"경기도 고양시 일산동구 강석로 149, (마두동, 강촌프라자 401~402호)",031-905-0025
세인내과의원,의원,"경기도 고양시 일산동구 정발산로 43-7, (장항동, 메리트윈9층)",031-905-0875
센트럴성형외과의원,의원,"경기도 고양시 일산동구 정발산로 43-20, (장항동)",031-901-5755
송영득엔도내과의원,의원,"경기도 고양시 일산동구 중앙로 1080, 301호 (백석동, 남정골드프라자)",031-907-6605
수여성의원,의원,"경기도 고양시 일산동구 일산로 46, (백석동, 남정시티프라자 3차 305호)",031-905-1010
숨길을열다한의원,한의원,"경기도 고양시 일산동구 무궁화로 20-38, 3층 322호 (장항동, 로데오탑)",906-1073
숨수면의원,의원,"경기도 고양시 일산동구 일산로 46, 남정시티프라자 409호, 410호 (백석동)",031-932-7800
숲속부부한의원,한의원,"경기도 고양시 일산동구 숲속마을1로 77, 401호 (풍동, 그린메디피아)",031-932-1075
스노우의원,의원,"경기도 고양시 일산동구 중앙로1261번길 61, 메트로골드 6층 603~605-1호 (장항동)",031-819-1004
스무살의원,의원,"경기도 고양시 일산동구 정발산로 24, A-403호 (장항동, 웨스턴돔)",031-932-9737
스카이비뇨의학과의원,의원,"경기도 고양시 일산동구 숲속마을1로 73, 신성메디칼 타운 601호 (풍동)",031-831-7582
식사위여성의원,의원,"경기도 고양시 일산동구 위시티로 34, 6층 (식사동)",031-994-7560
신기율한의원,한의원,"경기도 고양시 일산동구 숲속마을로 38, 아크리아 302호 (풍동)",031-907-1001
신록내과의원,의원,"경기도 고양시 일산동구 중앙로 1190, 서울타워 602호 (마두동)",031-904-7575
신석균사랑내과의원,의원,"경기도 고양시 일산동구 장백로 194, 위너스21 701~706호 (장항동)",031-906-9111
아나파치과의원,치과의원,"경기도 고양시 일산동구 중앙로 1047, (백석동, 영림브레아오피스텔304호)",031-902-2875
아름내과의원,의원,"경기도 고양시 일산동구 숲속마을로 48, (풍동,신성프라자 303호)",031-903-1175
아비쥬의원,의원,"경기도 고양시 일산동구 중앙로1275번길 64, 홈플러스 일산점 4층 일부호 (장항동)",1544-0377
아산연세베스트내과의원,의원,"경기도 고양시 일산동구 위시티4로 46, 201~203, 204 일부, 306호 (식사동, 위시티일산자이2단지아파트)",031-969-5678
아산최은녕산부인과의원,의원,"경기도 고양시 일산동구 정발산로 43-20, 센트럴프라자 512(일부)호 (장항동)",031-906-7085
아이랑치과의원,치과의원,"경기도 고양시 일산동구 중앙로 1171, (장항동, 895번지 현대프리젠트프라자 214~219호)",031-908-2275
앤유의원,의원,"경기도 고양시 일산동구 중앙로1261번길 55, 402호 (장항동, 효산캐슬)",031-901-2994
약손한의원,한의원,"경기도 고양시 일산동구 강송로 169, 한주프라자 201호 (마두동)",031-901-7510
어담한의원,한의원,"경기도 고양시 일산동구 중산로 105, (중산동, 현해프라자 306호)",031-977-0019
에스의원,의원,"경기도 고양시 일산동구 숲속마을1로 71, 샘터17 6층 604~605호 (풍동)",031-924-6177
에이스이비인후과의원,의원,"경기도 고양시 일산동구 장백로 172, (장항동, 금강프라자 202호)",031-932-5300
연세굿신경외과의원,의원,"경기도 고양시 일산동구 위시티로 34, 삼우빌딩 주건축물제1동 1층 일부, 2층전체호 (식사동)",031-811-0119
연세나을병원,병원,"경기도 고양시 일산동구 장백로 174, 지하1층~지상10층 (장항동)",031-949-4188
연세내과의원,의원,"경기도 고양시 일산동구 강석로 115, (마두동, 장항빌딩301,302호)",031-903-8281
연세닥터스치과의원,치과의원,"경기도 고양시 일산동구 대산로 28, (정발산동,정석코아 201호)",031-924-0506
연세더나은의원,의원,"경기도 고양시 일산동구 일산로 219, 502호 (마두동)",031-994-2575
연세드림재활의학과의원,의원,"경기도 고양시 일산동구 숲속마을로 22, (풍동,진넥스블루오션 301)",031-932-9090
연세마두병원,병원,"경기도 고양시 일산동구 강석로 123, (마두동, 뉴삼창마트)",902-5000
연세마디마취통증의학과의원,의원,"경기도 고양시 일산동구 정발산로 23, 호수빌딩 3층 301호 (장항동)",031-994-4225
연세모벨르의원,의원,"경기도 고양시 일산동구 정발산로 47, 302호 (장항동, 웅신아트)",031-905-0580
연세물방울치과의원,치과의원,"경기도 고양시 일산동구 숲속마을1로 76, (풍동, 힘찬프라자 301호)",031-905-2882
연세미소앤치과의원,치과의원,"경기도 고양시 일산동구 강석로 123, 뉴삼창마트 2층 일부호 (마두동)",031-902-9226
연세미치과의원,치과의원,"경기도 고양시 일산동구 일산로 46, (백석동, 남정시티프라자 3차 407호)",031-905-7285
연세바로치과교정과치과의원,치과의원,"경기도 고양시 일산동구 정발산로 27, 진원프라자 4층 일부호 (장항동)",031-906-7528
연세바른이치과의원,치과의원,"경기도 고양시 일산동구 중앙로 1188, (마두동,3층)",031-906-2833
연세백마치과의원,치과의원,"경기도 고양시 일산동구 일산로 233, 5층 (마두동)",031-907-2828
연세사랑의치과의원,치과의원,"경기도 고양시 일산동구 숲속마을로 18, (풍동, 웰빙타운 402호 )",031-906-2279
연세삼육오매일의원,의원,"경기도 고양시 일산동구 성석로 30, 2층 (중산동)",031-977-3657
연세서울병원,정신병원,"경기도 고양시 일산동구 중앙로 1200, 삼희골드프라자 5,6,7,9층 902호 (마두동)",031-907-9920
연세송내과의원,의원,"경기도 고양시 일산동구 중앙로 1080, (백석동, 남정골드프라자 501~503호)",031-907-7511
연세아이비치과의원,치과의원,"경기도 고양시 일산동구 중앙로 1055, 레이크하임 2층 211, 212호 (백석동)",031-812-2080
연세엘치과의원,치과의원,"경기도 고양시 일산동구 숲속마을로 38, (풍동, 아크리아 401호)",031-904-2871
연세예스치과의원,치과의원,"경기도 고양시 일산동구 호수로 358-25, (백석동)",908-5275
연세윤치과의원,치과의원,"경기도 고양시 일산동구 정발산로 43-20, 5층 501호 (장항동, 센트럴프라자)",031-932-2875
연세으뜸치과의원,치과의원,"경기도 고양시 일산동구 숲속마을1로 77, 그린메디피아 302~304호 (풍동)",031-908-2879
연세의원,의원,"경기도 고양시 일산동구 숲속마을1로 29-37, 402호 (풍동, 서광미르프라자)",031-963-2339
연세이룸정신건강의학과의원,의원,"경기도 고양시 일산동구 정발산로 47, (장항동, 웅신아트 304호)",031-902-7820
연세자이치과의원,치과의원,"경기도 고양시 일산동구 위시티2로11번길 45, 301호 (식사동, 위시티일산자이 주상복합)",031-818-7003
연세진외과의원,의원,"경기도 고양시 일산동구 중앙로 1167, 603호 (장항동)",031-901-3985
연세참비뇨의학과의원,의원,"경기도 고양시 일산동구 강석로 113, 2층 (마두동, 일산농협마두역지점)",031-927-9276
연세청담항외과의원,의원,"경기도 고양시 일산동구 중앙로 1193, 3층 (장항동, 마두법조빌딩)",031-903-3232
연세최의겸정신과의원,의원,"경기도 고양시 일산동구 중앙로1275번길 38-10, 220호 (장항동, 우림로데오스위트)",031-904-5575
연세치과의원,치과의원,"경기도 고양시 일산동구 일산로 442, 4층 (정발산동)",031-921-7528
연세플라워치과병원,치과병원,"경기도 고양시 일산동구 정발산로42번길 5, (장항동, 대한생명 일산사옥 12층)",031-917-4009
연세항정외과의원,의원,"경기도 고양시 일산동구 고봉로 266, 4층 (중산동)",031-976-7175
연한의원,한의원,"경기도 고양시 일산동구 숲속마을로 44, 풍동 미래타워 3층 302호 (풍동)",031-935-5758
열린부부한의원,한의원,"경기도 고양시 일산동구 중산로 244, 고은프라자 3층 301호 (중산동)",031-977-8770
열린성모이비인후과의원,의원,"경기도 고양시 일산동구 위시티4로 46, (식사동, 위시티일산자이2단지아파트 상가 301호)",963-0045
열린치과의원,치과의원,"경기도 고양시 일산동구 일산로 328, 301호 (마두동, 수색상가)",031-907-0500
예스뉴욕치과의원,치과의원,"경기도 고양시 일산동구 고양대로1021번길 39, 2층 일부호 (식사동)",031-962-1591
예스의원,의원,"경기도 고양시 일산동구 숲속마을1로 76, (풍동, 힘찬프라자 302호)",031-906-2901
예원부부치과의원,치과의원,"경기도 고양시 일산동구 탄중로 321, (중산동, 중앙프라자302호)",031-975-9075
옐로우의원,의원,"경기도 고양시 일산동구 정발산로 43-20, 506.507호 (장항동, 센트럴프라자)",907-6111
